label,info,image path,page url
abbotts babbler,Abbott's babbler (Malacocincla abbotti) is a species of bird in the family Pellorneidae. It is widely distributed along the Himalayas in South Asia and extending into the forests of Southeast Asia.,https://upload.wikimedia.org/wikipedia/commons/7/7c/Abbott%27s_babbler_%28Malacocincla_abbotti%29.jpg,https://en.wikipedia.org/wiki/Abbott%27s_babbler
abbotts booby,"Abbott's booby (Papasula abbotti) is an endangered seabird of the sulid family, which includes gannets and boobies. It is a large booby and is placed within its own monotypic genus.",https://upload.wikimedia.org/wikipedia/commons/5/53/Abbott%27s_Booby.jpg,https://en.wikipedia.org/wiki/Abbott%27s_booby
abyssinian ground hornbill,"The Abyssinian ground hornbill or northern ground hornbill (Bucorvus abyssinicus) is an African bird, found north of the equator, and is one of two species of ground hornbill. It is the second largest species of African hornbill, only surpassed by the slightly larger southern ground hornbill.",https://upload.wikimedia.org/wikipedia/commons/9/98/Abyssinian_ground-hornbill_%28Bucorvus_abyssinicus%29_female.jpg,https://en.wikipedia.org/wiki/Abyssinian_ground_hornbill
african crowned crane,"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae. It is found in eastern and southern Africa, and is the national bird of Uganda.",https://upload.wikimedia.org/wikipedia/commons/b/bb/Balearica_regulorum_gibbericeps_MHNT_226_RdN_Burundi.jpg,https://en.wikipedia.org/wiki/Grey_crowned_crane
african emerald cuckoo,"The African emerald cuckoo (Chrysococcyx cupreus) is a species of cuckoo that is native to Africa.


== Taxonomy and phylogeny ==
As a member of the family Cuculidae, the African emerald cuckoo is an Old World cuckoo.",https://upload.wikimedia.org/wikipedia/commons/9/9d/African_emerald_cuckoo_%28Chrysococcyx_cupreus%29_female.jpg,https://en.wikipedia.org/wiki/African_emerald_cuckoo
african firefinch,"The African firefinch (Lagonosticta rubricata), also called the dark firefinch or blue-billed firefinch  due to the color of its bill, is a common species of estrildid finch found in almost all parts of Africa. It has an estimated global extent of occurrence of 5,400,000 km2 (2,100,000 sq mi).",https://upload.wikimedia.org/wikipedia/commons/e/ec/African_Firefinch%2C_Sakania%2C_DR_Congo_%2816288800681%29.jpg,https://en.wikipedia.org/wiki/African_firefinch
african oyster catcher,"The oystercatchers are a group of waders forming the family Haematopodidae, which has a single genus, Haematopus. They are found on coasts worldwide apart from the polar regions and some tropical regions of Africa and South East Asia.",https://upload.wikimedia.org/wikipedia/commons/0/00/African_Black_Oystercatcher%2C_%28Haematopus_moquini%29_standing_on_the_sand.jpg,https://en.wikipedia.org/wiki/Oystercatcher
african pied hornbill,"The African pied hornbill (Lophoceros fasciatus) is a bird of the hornbill family, a family of tropical near-passerine birds found in the Old World.
The African pied hornbill is a common resident breeder in much of equatorial Africa, from The Gambia to western Uganda and northern Angola.",https://upload.wikimedia.org/wikipedia/commons/8/8b/African_pied_hornbill_%28Tockus_fasciatus_semifasciatus%29_male.jpg,https://en.wikipedia.org/wiki/African_pied_hornbill
albatross,"Albatrosses, of the biological family Diomedeidae, are large seabirds related to the procellariids, storm petrels, and diving petrels in the order Procellariiformes (the tubenoses). They range widely in the Southern Ocean and the North Pacific.",https://upload.wikimedia.org/wikipedia/commons/8/8e/Albatross_Density_Map.jpg,https://en.wikipedia.org/wiki/Albatross
alberts towhee,"Abert's towhee (Melozone aberti) is a bird of the family Passerellidae, native to a small range in southwestern North America, generally the lower Colorado River and Gila River watersheds, nearly endemic to Arizona, but also present in small parts of California, Nevada, Utah, New Mexico, and Sonora in Mexico. The name of this bird commemorates the American ornithologist James William Abert (1820–1897).",https://upload.wikimedia.org/wikipedia/commons/2/22/Pipilo_aberti.jpg,https://en.wikipedia.org/wiki/Abert%27s_towhee
alexandrine parakeet,"The Alexandrine parakeet (Psittacula eupatria), also known as the Alexandrine parrot, is a medium-sized parrot in the genus Psittacula of the family Psittaculidae. It is named after Alexander the Great, who transported numerous birds from Punjab to various European and Mediterranean countries and regions, where they were prized by the royalty, nobility and warlords.The Alexandrine parakeet has established feral populations in Iraq, Kuwait Saudi Arabia, Bahrain, Qatar, the United Arab Emirates, Iran where it lives alongside feral populations of its close relative, the rose-ringed parakeet (Psittacula krameri).",https://upload.wikimedia.org/wikipedia/commons/1/10/Alexandrine_Parakeet-_Male_at_nest_I_IMG_5867.jpg,https://en.wikipedia.org/wiki/Alexandrine_parakeet
alpine chough,"The Alpine chough (), or yellow-billed chough (Pyrrhocorax graculus) is a bird in the crow family, one of only two species in the genus Pyrrhocorax. Its two subspecies breed in high mountains from Spain eastwards through southern Europe and North Africa to Central Asia and Nepal, and it may nest at a higher altitude than any other bird.",https://upload.wikimedia.org/wikipedia/commons/d/de/Alpendohle_Ei-3c.jpg,https://en.wikipedia.org/wiki/Alpine_chough
altamira yellowthroat,"The Altamira yellowthroat (Geothlypis flavovelata) is a New World warbler. It is a resident breeding bird endemic to the Gulf slope of northeastern Mexico.It is closely related to common yellowthroat, Belding's yellowthroat, and Bahama yellowthroat, with which it forms a superspecies.",https://upload.wikimedia.org/wikipedia/commons/8/86/Altamira_Yellowthroat_%28Geothlypis_flavovelata%29_female.jpg,https://en.wikipedia.org/wiki/Altamira_yellowthroat
american avocet,"The American avocet (Recurvirostra americana) is a large wader in the avocet and stilt family, Recurvirostridae, that is found in North America. It spends much of its time foraging in shallow water or on mud flats, often sweeping its bill from side to side in water as it seeks its crustacean and insect prey.",https://upload.wikimedia.org/wikipedia/commons/d/db/318_American_Avocet.jpg,https://en.wikipedia.org/wiki/American_avocet
american bittern,"The American bittern (Botaurus lentiginosus) is a species of wading bird in the heron family. It has a Nearctic distribution, breeding in Canada and the northern and central parts of the United States, and wintering in the U.S. Gulf Coast states, all of Florida into the Everglades, the Caribbean islands and parts of Central America.",https://upload.wikimedia.org/wikipedia/commons/d/d7/American-Bittern-01-web.jpg,https://en.wikipedia.org/wiki/American_bittern
american coot,"The American coot (Fulica americana), also known as a mud hen or pouldeau, is a bird of the family Rallidae. Though commonly mistaken for ducks, American coots are only distantly related to ducks, belonging to a separate order.",https://upload.wikimedia.org/wikipedia/commons/2/24/AirborneCoot.jpg,https://en.wikipedia.org/wiki/American_coot
american flamingo,"The American flamingo (Phoenicopterus ruber) is a large species of flamingo closely related to the greater flamingo and Chilean flamingo native to the Neotropics. It was formerly considered conspecific with the greater flamingo, but that treatment is now widely viewed (e.g.",https://upload.wikimedia.org/wikipedia/commons/d/d0/American_flamingos_%28Phoenicopterus_ruber%29_Cu.jpg,https://en.wikipedia.org/wiki/American_flamingo
american goldfinch,"The American goldfinch (Spinus tristis) is a small North American bird in the finch family. It is migratory, ranging from mid-Alberta to North Carolina during the breeding season, and from just south of the Canada–United States border to Mexico during the winter.",https://upload.wikimedia.org/wikipedia/commons/6/67/American_Goldfinch-27527.jpg,https://en.wikipedia.org/wiki/American_goldfinch
american kestrel,"The American kestrel (Falco sparverius), also called the sparrow hawk, is the smallest and most common falcon in North America. It has a roughly two-to-one range in size over subspecies and sex, varying in size from about the weight of a blue jay to a mourning dove.",https://upload.wikimedia.org/wikipedia/commons/0/03/20200704-DSC_1454.jpg,https://en.wikipedia.org/wiki/American_kestrel
american pipit,The buff-bellied pipit or American pipit (Anthus rubescens) is a small songbird found on both sides of the northern Pacific. It was first described by Marmaduke Tunstall in his 1771 Ornithologia Britannica.,https://upload.wikimedia.org/wikipedia/commons/0/07/Anthus_rubescens_-Harney_County%2C_Oregon%2C_USA-8.jpg,https://en.wikipedia.org/wiki/Buff-bellied_pipit
american redstart,The American redstart (Setophaga ruticilla) is a New World warbler. It is unrelated to the Old World (common) redstart.,https://upload.wikimedia.org/wikipedia/commons/4/40/AmericanRedstart17.jpg,https://en.wikipedia.org/wiki/American_redstart
american wigeon,"The American wigeon (Mareca americana), also known as the baldpate, is a species of dabbling duck found in North America. Formerly assigned to Anas, this species is classified with the other wigeons in the dabbling duck genus Mareca.",https://upload.wikimedia.org/wikipedia/commons/1/10/American_Wigeon_Brood.jpg,https://en.wikipedia.org/wiki/American_wigeon
amethyst woodstar,"The amethyst woodstar (Calliphlox amethystina) is a species of hummingbird in tribe Mellisugini of subfamily Trochilinae, the ""bee hummingbirds"". It is found in every mainland South American country except Chile and Uruguay and has been recorded as a vagrant on Trinidad.",https://upload.wikimedia.org/wikipedia/commons/b/b3/Calliphlox_amethystina.jpg,https://en.wikipedia.org/wiki/Amethyst_woodstar
andean goose,"The Andean goose (Chloephaga melanoptera) is a species of waterfowl in tribe Tadornini of subfamily Anserinae. It is found in Argentina, Bolivia, Chile, and Peru.",https://upload.wikimedia.org/wikipedia/commons/6/6f/Andean.goose.pair.arp.750pix.jpg,https://en.wikipedia.org/wiki/Andean_goose
andean lapwing,"The Andean lapwing (Vanellus resplendens) is a species of bird in the family Charadriidae.
It is found in Argentina, Bolivia, Chile, Colombia, Ecuador, and Peru.",https://upload.wikimedia.org/wikipedia/commons/7/7e/Andean_Lapwing_%28Vanellus_resplendens%29_on_the_ground%2C_side_view.jpg,https://en.wikipedia.org/wiki/Andean_lapwing
andean siskin,"The Andean siskin (Spinus spinescens) is a species of finch in the family Fringillidae. It is found in Colombia, Ecuador, and Venezuela.",https://upload.wikimedia.org/wikipedia/commons/e/e4/Carduelis_spinescens.jpg,https://en.wikipedia.org/wiki/Andean_siskin
anhinga,"The darters, anhingas, or snakebirds are mainly tropical waterbirds in the family Anhingidae, which contains a single genus, Anhinga. There are four living species, three of which are very common and widespread while the fourth is rarer and classified as near-threatened by the IUCN. The term snakebird is usually used without any additions to signify whichever of the completely allopatric species occurs in any one region.",NO IMG,https://en.wikipedia.org/wiki/Darter
anianiau,The ʻanianiau (pronounced ) (Magumma parva) is a species of Hawaiian honeycreeper that is endemic to upper elevation forests on the island of Kauai.This species seems to be rather distantly related to the typical Hemignathini (such as the ʻamakihis and nukupuʻus). It is placed in the monotypic genus Magumma.,https://upload.wikimedia.org/wikipedia/commons/a/a6/Female_%CA%BBAnianiau.jpg,https://en.wikipedia.org/wiki/%CA%BBAnianiau
annas hummingbird,"Anna's hummingbird (Calypte anna) is a medium-sized bird species of the family Trochilidae. It was named after Anna Masséna, Duchess of Rivoli.",https://upload.wikimedia.org/wikipedia/commons/0/05/Anna%27s_Hummingbird_Vancouver_Island.jpg,https://en.wikipedia.org/wiki/Anna%27s_hummingbird
antbird,"The antbirds are a large passerine bird family, Thamnophilidae, found across subtropical and tropical Central and South America, from Mexico to Argentina. There are more than 230 species, known variously as antshrikes, antwrens, antvireos, fire-eyes, bare-eyes and bushbirds.",https://upload.wikimedia.org/wikipedia/commons/5/54/Black-hooded_Antshrike%2C_Thamnophilus_bridgesi_%28Drake_Bay%29.jpg,https://en.wikipedia.org/wiki/Antbird
antillean euphonia,"The Antillean euphonia (Chlorophonia musica) is a bird species in the finch family, Fringillidae (formerly in Thraupidae).
It is found in all the main islands of the Lesser Antilles, as well as Hispaniola (Dominican Republic and Haiti) and Puerto Rico.",https://upload.wikimedia.org/wikipedia/commons/7/77/Antillean_Euphonia.jpg,https://en.wikipedia.org/wiki/Antillean_euphonia
apapane,"The ʻapapane ( AH-pah-PAH-nay; Himatione sanguinea) is a small, crimson species of Hawaiian honeycreeper endemic to the Hawaiian Islands. They are the most abundant and widely distributed honeycreeper and are found on the islands of Hawaiʻi, Maui, Lānaʻi, Kauaʻi, Molokaʻi and Oʻahu.ʻApapane commonly forage in the canopies of ʻōhiʻa (Metrosideros polymorpha) trees, drinking nectar from the flowers and serving as important pollinators.",https://upload.wikimedia.org/wikipedia/commons/e/e8/JJeffreyApapaneMosquito.jpg,https://en.wikipedia.org/wiki/%CA%BBApapane
apostlebird,"The apostlebird (Struthidea cinerea), also known as the grey jumper, lousy jack, happy jack, awky squawky or caw bird is a quick-moving, gray or black bird about 33 cm (13 in) long. It is a native to Australia where it roams woodlands, eating insects and seeds at, or near, ground level.",https://upload.wikimedia.org/wikipedia/commons/2/23/Apostlebird_-_Bimbi.jpg,https://en.wikipedia.org/wiki/Apostlebird
araripe manakin,The Araripe manakin (Antilophia bokermanni) is a species of critically endangered bird from the family of manakins (Pipridae). It was discovered in 1996 and scientifically described in 1998.,https://upload.wikimedia.org/wikipedia/commons/0/02/Araripe_Manakin_%281%29.jpg,https://en.wikipedia.org/wiki/Araripe_manakin
ashy storm petrel,"The ashy storm petrel (Hydrobates homochroa) is a small, scarce seabird of the storm petrel family Hydrobatidae. It breeds colonially on islands off the coasts of California and Mexico, and is one of six species of storm petrel that live and feed in the rich California Current system.",https://upload.wikimedia.org/wikipedia/commons/d/d3/Oceanodroma_homochroa_MHNT_ZOO_2010_11_42_California_Naurois.jpg,https://en.wikipedia.org/wiki/Ashy_storm_petrel
ashy thrushbird,"The ashy thrush (Geokichla cinerea), also known as the ashy ground-thrush, is a species of bird in the family Turdidae. It is endemic to the Philippines in Luzon and Mindoro.",https://upload.wikimedia.org/wikipedia/commons/0/0f/Ashy_Ground_Thrush.jpg,https://en.wikipedia.org/wiki/Ashy_thrush
asian crested ibis,"The crested ibis (Nipponia nippon), also known as the Japanese crested ibis, Asian crested ibis or toki, is a large (up to 78.5 cm (30.9 in) long), white-plumaged ibis of pine forests, native to eastern Asia. Its head is partially bare, showing red skin, and it has a dense crest of white plumes on the nape.",https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg,https://en.wikipedia.org/wiki/Crested_ibis
asian dollard bird,"The Oriental dollarbird (Eurystomus orientalis) is a bird of the roller family, so named because of the distinctive pale blue or white, coin-shaped spots on its wings. It can be found from Australia to Korea, Japan and India.",https://upload.wikimedia.org/wikipedia/commons/5/58/4G4A5932.jpg,https://en.wikipedia.org/wiki/Oriental_dollarbird
auckland shaq,"The following is the squad list for the 2015 FIFA U-20 World Cup. Each squad consisted of 21 players in total, 3 of whom had to be goalkeepers.",NO IMG,https://en.wikipedia.org/wiki/2015_FIFA_U-20_World_Cup_squads
austral canastero,"The austral canastero (Asthenes anthoides) is a species of bird in the family Furnariidae, the ovenbirds. It is found in southern Argentina and Chile, including Tierra del Fuego.",https://upload.wikimedia.org/wikipedia/commons/9/9f/Austral_Canastero_%28Asthenes_anthoides%29_from_behind_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Austral_canastero
australasian figbird,"The Australasian figbird (Sphecotheres vieilloti), also known as the green figbird (not to be confused with the Timor figbird), is a conspicuous, medium-sized passerine bird native to a wide range of wooded habitats in northern and eastern Australia, southern New Guinea, and the Kai Islands. It is common in large parts of its range, and occurs in numerous protected areas.",https://upload.wikimedia.org/wikipedia/commons/2/20/Australasian_Figbird.jpg,https://en.wikipedia.org/wiki/Australasian_figbird
avadavat,Amandava is a genus  of the estrildid finches. These birds are found in dense grass or scrub in Africa and South Asia.,https://upload.wikimedia.org/wikipedia/commons/a/ab/Amandava_amandava_%28VijayCavale%29.jpg,https://en.wikipedia.org/wiki/Amandava
azaras spinetail,"Azara's spinetail (Synallaxis azarae) is a species of bird in the family Furnariidae, named after Spanish naturalist Félix de Azara.


== Distribution and habitat ==
It is found in Argentina, Bolivia, Colombia, Ecuador, and Peru.",https://upload.wikimedia.org/wikipedia/commons/b/b2/Synallaxis_azarae_76608368.jpg,https://en.wikipedia.org/wiki/Azara%27s_spinetail
azure breasted pitta,"The azure-breasted pitta (Pitta steerii) is a species of bird in the family Pittidae. It is a striking and colorful bird having colors of red, azure, green, black and white, It is endemic to the islands of Mindanao, Bohol, Leyte and Samar in the Philippines.",https://upload.wikimedia.org/wikipedia/commons/7/7a/Azure-breasted_Pitta.jpg,https://en.wikipedia.org/wiki/Azure-breasted_pitta
azure jay,"The azure jay (Cyanocorax caeruleus) (Brazilian Portuguese: Gralha-azul, meaning blue jackdaw) is a passeriform bird of the crow family, Corvidae. It is found in the Atlantic Forest, especially with Araucaria angustifolia, in south-eastern Brazil (São Paulo to Rio Grande do Sul), far eastern Paraguay and far north-eastern Argentina.",https://upload.wikimedia.org/wikipedia/commons/4/45/Corvus_corax_%28Pcb21%29.jpg,https://en.wikipedia.org/wiki/Azure_jay
azure tanager,"The azure-rumped tanager or Cabanis's tanager (Poecilostreptus cabanisi) is a species of bird in the family Thraupidae. It is a local resident in humid broadleaf forests and adjacent plantations of the Pacific slope of western Guatemala and southern Chiapas, Mexico.",https://upload.wikimedia.org/wikipedia/commons/4/45/Tangara_cabanisiIbis1868P003.jpg,https://en.wikipedia.org/wiki/Azure-rumped_tanager
azure tit,"Azure ( AZH-ər, AY-zhər, UK also  AZ-ure, AY-zure) is the color between cyan and blue on the spectrum of visible light. It is often described as the color of the sky on a clear day.On the RGB color wheel, ""azure"" (hexadecimal #0080FF) is defined as the color at 210 degrees, i.e., the hue halfway between blue and cyan.",NO IMG,https://en.wikipedia.org/wiki/Azure_(color)
baikal teal,"The Baikal seal, Lake Baikal seal or nerpa (Pusa sibirica), is a species of earless seal endemic to Lake Baikal in Siberia, Russia. Like the Caspian seal, it is related to the Arctic ringed seal.",https://upload.wikimedia.org/wikipedia/commons/a/a7/Baikal-seal_4747-pho.jpg,https://en.wikipedia.org/wiki/Baikal_seal
bald eagle,The Bald and Golden Eagle Protection Act (16 U.S.C. 668-668d) is a United States federal statute that protects two species of eagle. The bald eagle was chosen as a national emblem of the United States by the Continental Congress of 1782 and was given legal protection by the Bald Eagle Protection Act of 1940.,NO IMG,https://en.wikipedia.org/wiki/Bald_and_Golden_Eagle_Protection_Act
bald ibis,"The northern bald ibis, hermit ibis, or waldrapp (Geronticus eremita) is a migratory bird found in barren, semi-desert or rocky habitats, often close to running water. This 70–80 cm (28–31 in) glossy black ibis, which, unlike many members of the ibis family, is non-wading, has an unfeathered red face and head, and a long, curved red bill.",https://upload.wikimedia.org/wikipedia/commons/0/07/Atlas-Mountains-Labeled-2_new.jpg,https://en.wikipedia.org/wiki/Northern_bald_ibis
bali starling,The Indian pied myna (Gracupica contra) is a species of starling found in the Indian subcontinent. It is usually found in small groups mainly on the plains and low foothills.,NO IMG,https://en.wikipedia.org/wiki/Indian_pied_myna
baltimore oriole,The Baltimore oriole (Icterus galbula) is a small icterid blackbird common in eastern North America as a migratory breeding bird. It received its name from the resemblance of the male's colors to those on the coat-of-arms of 17th century Lord Baltimore.,https://upload.wikimedia.org/wikipedia/commons/2/22/Audubon_Oriole_%28Male%29.jpg,https://en.wikipedia.org/wiki/Baltimore_oriole
bananaquit,"The bananaquit (Coereba flaveola) is a species of passerine bird in the tanager family Thraupidae. Before the development of molecular genetics in the 21st century, its relationship to other species was uncertain and it was either placed with the buntings and New World sparrows in the family Emberizidae, with New World warblers in the family Parulidae or in its own monotypic family Coerebidae.",https://upload.wikimedia.org/wikipedia/commons/9/93/Bananaquit_%287060538435%29.jpg,https://en.wikipedia.org/wiki/Bananaquit
band tailed guan,"The band-tailed guan (Penelope argyrotis) is a species of bird in the family Cracidae, the chachalacas, guans, and curassows. It is found in Colombia and Venezuela.",https://upload.wikimedia.org/wikipedia/commons/f/f0/Annals_of_the_Carnegie_Museum_%281922%29_%2818413004515%29.jpg,https://en.wikipedia.org/wiki/Band-tailed_guan
banded broadbill,"The banded broadbill (Eurylaimus javanicus) is a species of bird in the typical broadbill family Eurylaimidae found in Mainland Southeast Asia and the Greater Sunda Islands. It is sometimes split into two species, one including only the nominate subspecies, E. j.",https://upload.wikimedia.org/wikipedia/commons/c/c2/Banded_Broadbill_%28Eurylaimus_javanicus_brookei%29_-_Flickr_-_Lip_Kee_%281%29.jpg,https://en.wikipedia.org/wiki/Banded_broadbill
banded pita,"Poogy in a Pita (Hebrew: פוגי בפיתה, Poogy BePita) is the second album by the Israeli rock band Kaveret, released in 1974.


== Songs ==
About a year after forming the band and the release of the first album, Poogy Tales, the band released their second album, which succeeded less than their first album, but included many hits.",NO IMG,https://en.wikipedia.org/wiki/Poogy_in_a_Pita
banded stilt,"The banded stilt (Cladorhynchus leucocephalus) is a nomadic wader of the stilt and avocet family, Recurvirostridae, native to Australia. It belongs to the monotypic genus Cladorhynchus.",https://upload.wikimedia.org/wikipedia/commons/5/58/Banded_Stilts_Rottnest.jpg,https://en.wikipedia.org/wiki/Banded_stilt
bar-tailed godwit,"The bar-tailed godwit (Limosa lapponica) is a large and strongly migratory wader in the family Scolopacidae, which feeds on bristle-worms and shellfish on coastal mudflats and estuaries. It has distinctive red breeding plumage, long legs, and a long upturned bill.",https://upload.wikimedia.org/wikipedia/commons/f/fe/Bar-tailed_Godwit_migration.jpg,https://en.wikipedia.org/wiki/Bar-tailed_godwit
barn owl,"The barn owl (Tyto alba) is the most widely distributed species of owl in the world and one of the most widespread of all species of birds, being found almost everywhere except for the polar and desert regions, Asia north of the Himalayas, most of Indonesia, and some Pacific Islands. It is also known as the common barn owl, to distinguish it from the other species in its family, Tytonidae, which forms one of the two main lineages of living owls, the other being the typical owls (Strigidae).",https://upload.wikimedia.org/wikipedia/commons/a/ab/%27Tutoke%27_-_geograph.org.uk_-_2532332.jpg,https://en.wikipedia.org/wiki/Barn_owl
barn swallow,"The barn swallow (Hirundo rustica) is the most widespread species of swallow in the world. In fact, it appears to have the largest natural distribution of any of the world's passerines, ranging over 251 million square kilometres globally.",https://upload.wikimedia.org/wikipedia/commons/3/31/BarnSwallow_cajay.jpg,https://en.wikipedia.org/wiki/Barn_swallow
barred puffbird,"The barred puffbird (Nystalus radiatus) is a species of bird in the family Bucconidae, the puffbirds, nunlets, and nunbirds. It is found in Panama, Colombia and Ecuador.",https://upload.wikimedia.org/wikipedia/commons/6/60/Nystalus-radiatus-001.jpg,https://en.wikipedia.org/wiki/Barred_puffbird
barrows goldeneye,"Barrow's goldeneye (Bucephala islandica) is a medium-sized sea duck of the genus Bucephala, the goldeneyes. This bird was named after Sir John Barrow.",https://upload.wikimedia.org/wikipedia/commons/e/e2/Barrow%27s_Goldeneye_RWD1.jpg,https://en.wikipedia.org/wiki/Barrow%27s_goldeneye
bay-breasted warbler,"The bay-breasted warbler (Setophaga castanea) is a small species of songbird in the New World warbler family, Parulidae. It is one of thirty-four species in the diverse genus Setophaga.",https://upload.wikimedia.org/wikipedia/commons/6/64/Bay-breasted_Warbler_by_Dan_Pancamo_4.jpg,https://en.wikipedia.org/wiki/Bay-breasted_warbler
bearded barbet,"The bearded barbet (Lybius dubius) is an African barbet. Barbets are near passerine birds with a worldwide tropical distribution, although New World and Old World barbets are placed in different families.",https://upload.wikimedia.org/wikipedia/commons/e/e9/Bearded_Barbet_Head.jpg,https://en.wikipedia.org/wiki/Bearded_barbet
bearded bellbird,"The bearded bellbird (Procnias averano) also known as the campanero or anvil-bird, is a passerine bird which occurs in northern South America. The male is about 28 cm (11 in) long with white plumage apart from a brown head and black wings.",https://upload.wikimedia.org/wikipedia/commons/8/80/Bearded_Bellbird_egg.jpg,https://en.wikipedia.org/wiki/Bearded_bellbird
bearded reedling,"A passerine () is any bird of the order Passeriformes (; from Latin passer 'sparrow' and formis '-shaped'), which includes more than half of all bird species. Sometimes known as perching birds, passerines are distinguished from other orders of birds by the arrangement of their toes (three pointing forward and one back), which facilitates perching.",NO IMG,https://en.wikipedia.org/wiki/Passerine
belted kingfisher,"The belted kingfisher (Megaceryle alcyon) is a large, conspicuous water kingfisher, native to North America. All kingfishers were formerly placed in one family, Alcedinidae, but recent research suggests that this should be divided into three subfamilies.",https://upload.wikimedia.org/wikipedia/commons/0/0c/BeltedKingfisherJG_Male.jpg,https://en.wikipedia.org/wiki/Belted_kingfisher
bird of paradise,"The birds-of-paradise are members of the family Paradisaeidae of the order Passeriformes. The majority of species are found in eastern Indonesia, Papua New Guinea and eastern Australia.",https://upload.wikimedia.org/wikipedia/commons/d/da/Epimachus_meyeri_-Papua_New_Guinea_-male-8.jpg,https://en.wikipedia.org/wiki/Bird-of-paradise
black & yellow broadbill,"The black-and-yellow broadbill (Eurylaimus ochromalus) is a species of bird in the typical broadbill family Eurylaimidae. A small, distinctive species, it has a black head, breastband, and upperparts, a white neckband, yellow streaking on the back and wings, and wine-pink underparts that turn yellow towards the belly.",https://upload.wikimedia.org/wikipedia/commons/e/e3/Adult_female_Black-and-yellow_broadbill_and_juvenile.jpg,https://en.wikipedia.org/wiki/Black-and-yellow_broadbill
black baza,"The black baza (Aviceda leuphotes) is a small bird of prey found in the forests of Northeast India, the eastern Himalayas, China and Southeast Asia. Many populations are migratory, including those in the Indian region, which winter in the south of the Peninsula and Sri Lanka.",https://upload.wikimedia.org/wikipedia/commons/4/4f/AvicedaLeuphotesBill.jpg,https://en.wikipedia.org/wiki/Black_baza
black cockato,Black cockatoo is a general descriptive term for cockatoos that are mainly black and may include:,https://upload.wikimedia.org/wikipedia/commons/archive/8/8c/20090407145503%21DAB_list_gray.svg,https://en.wikipedia.org/wiki/Black_cockatoo
black francolin,"The black francolin (Francolinus francolinus) is a gamebird in the pheasant family Phasianidae of the order Galliformes, gallinaceous birds. It was formerly known as the black partridge.",https://upload.wikimedia.org/wikipedia/commons/9/9d/Black_Francolin.jpg,https://en.wikipedia.org/wiki/Black_francolin
black skimmer,"The black skimmer (Rynchops niger) is a tern-like seabird, one of three similar birds species in the skimmer genus Rynchops in the gull family Laridae. It breeds in North and South America.",https://upload.wikimedia.org/wikipedia/commons/9/92/Bec_en_ciseaux_noir_juv%C3%A9nile.jpg,https://en.wikipedia.org/wiki/Black_skimmer
black swan,"The black swan (Cygnus atratus) is a large waterbird, a species of swan which breeds mainly in the southeast and southwest regions of Australia.  Within Australia, the black swan is nomadic, with erratic migration patterns dependent upon climatic conditions.",https://upload.wikimedia.org/wikipedia/commons/a/ad/BlackSwanLakeEolaOrlando.jpg,https://en.wikipedia.org/wiki/Black_swan
black tail crake,"The black-tailed crake (Zapornia bicolor) is a species of bird in the family Rallidae. It is found in Bangladesh, Bhutan, China, India, Laos, Myanmar, Nepal, Thailand and Vietnam.",https://upload.wikimedia.org/wikipedia/commons/2/24/Amaurornis_bicolor_-_Doi_Inthanon.jpg,https://en.wikipedia.org/wiki/Black-tailed_crake
black throated bushtit,"In older sources, ""black-throated tit"" can also mean the rufous-naped tit or the rufous-vented tit, which are true tits.

The black-throated bushtit (Aegithalos concinnus), also known as the black-throated tit, is a very small passerine bird in the family Aegithalidae.",https://upload.wikimedia.org/wikipedia/commons/8/87/Black-throated_Tit.jpg,https://en.wikipedia.org/wiki/Black-throated_bushtit
black throated warbler,The black-throated blue warbler (Setophaga caerulescens) is a small passerine bird of the New World warbler family. Its breeding ranges are located in the interior of deciduous and mixed coniferous forests in eastern North America.,https://upload.wikimedia.org/wikipedia/commons/f/f3/Black-Throated_Blue_Warbler.jpg,https://en.wikipedia.org/wiki/Black-throated_blue_warbler
black vented shearwater,The black-vented shearwater (Puffinus opisthomelas) is a species of seabird.  The bird is 30–38 cm in length with a 76–89 cm wingspan.,https://upload.wikimedia.org/wikipedia/commons/b/b9/Short-tailed_Albatross_%28Phoebastria_albatrus%29.jpg,https://en.wikipedia.org/wiki/Black-vented_shearwater
black vulture,"The cinereous vulture (Aegypius monachus) is a large raptor in the family Accipitridae and distributed through much of temperate Eurasia. It is also known as the black vulture, monk vulture and Eurasian black vulture.",NO IMG,https://en.wikipedia.org/wiki/Cinereous_vulture
black-capped chickadee,"The black-capped chickadee (Poecile atricapillus) is a small, non-migratory, North American songbird that lives in deciduous and mixed forests. It is a passerine bird in the tit family, the Paridae.",https://upload.wikimedia.org/wikipedia/commons/9/9f/Back_Capped_Chickadee.jpg,https://en.wikipedia.org/wiki/Black-capped_chickadee
